date,aapl,amzn
2010-04-21,0.2095228438350415,0.08767737117251646
2010-04-22,0.2433993615239677,0.1150112023898429
2010-04-23,0.2637736811806557,0.06676624346527224
2010-04-26,0.2575590066987634,0.09275578790141865
2010-04-27,0.22269795373665321,0.054742345033606865
2010-04-28,0.22064384027632264,0.03480209111277035
2010-04-29,0.2535390935733709,0.05257654966392791
2010-04-30,0.21825936780405958,0.017998506348020617
2010-05-03,0.24284004082059726,0.020911127707244057
2010-05-04,0.20700099434791588,-0.03629574309185977
2010-05-05,0.194408101318818,-0.02808065720687098
2010-05-06,0.1489199549926721,-0.044660194174757424
2010-05-07,0.1003702637638673,-0.0725168035847649
2010-05-10,0.1850860895959796,-0.025392083644511003
2010-05-11,0.1969070546368002,-0.03159073935772968
2010-05-12,0.22293345719070448,-0.006123973114264531
2010-05-13,0.20550293070964923,-0.024047796863330997
2010-05-14,0.18429126543855864,-0.045982076176251226
2010-05-17,0.18615893866443275,-0.04316654219566874
2010-05-18,0.17746820703370209,-0.06280806572068734
2010-05-19,0.15868353569185575,-0.07542942494398824
2010-05-20,0.10924743562905484,-0.11187453323375679
2010-05-21,0.13055395645802703,-0.08939507094846919
2010-05-24,0.15130115658362872,-0.09387602688573574
2010-05-25,0.14410521770985857,-0.0734129947722182
2010-05-26,0.1389143290768255,-0.08573562359970148
2010-05-27,0.18209323320075246,-0.05967139656460061
2010-05-28,0.19858828762821742,-0.06893203883495173
2010-06-01,0.21704587083943805,-0.08551157580283822
2010-06-02,0.23162418882143493,-0.06258401792382406
2010-06-03,0.22774819447351788,-0.044286781179985545
2010-06-04,0.19431324576093684,-0.08902165795369721
2010-06-07,0.17083485974460852,-0.0946975354742348
2010-06-08,0.16331183274021258,-0.11840926064227074
2010-06-09,0.13466545425999496,-0.12531740104555672
2010-06-10,0.16882326774125922,-0.08573562359970159
2010-06-11,0.18284226501988587,-0.08707991038088153
2010-06-14,0.18644023445677085,-0.08110530246452598
2010-06-15,0.21172087607284776,-0.05862584017923837
2010-06-16,0.2470463941804467,-0.05817774458551172
2010-06-17,0.26863421080175715,-0.06572068707991059
2010-06-18,0.27893094515386085,-0.06616878267363727
2010-06-21,0.26068924010885364,-0.09066467513069482
2010-06-22,0.27788426313585807,-0.09247946228528772
2010-06-23,0.26442785744190783,-0.09887976101568355
2010-06-24,0.2552235974460947,-0.12218073188947003
2010-06-25,0.24447548147372702,-0.1022404779686335
2010-06-28,0.2519494452585292,-0.12613890963405544
2010-06-29,0.19527161398367066,-0.19477221807318915
2010-06-30,0.17358894180447873,-0.1899178491411503
2010-07-01,0.15933771195310767,-0.17722180731889497
2010-07-02,0.15214177307933732,-0.19081404032860363
2010-07-06,0.16004095143395336,-0.18394324122479486
2010-07-07,0.20692903495917853,-0.15877520537714734
2010-07-08,0.2042436414067397,-0.13793876026885765
2010-07-09,0.21139378794222244,-0.1301717699775954
2010-07-12,0.20048212790454198,-0.11336818521284549
2010-07-13,0.1748416893447764,-0.08244958924570586
2010-07-14,0.1791854197194886,-0.08506348020911146
2010-07-15,0.1732160613355655,-0.09432412247946241
2010-07-16,0.16597433012350787,-0.12098581030619887
2010-07-19,0.14578645070127616,-0.11015683345780447
2010-07-20,0.17527344567720238,-0.1089619118745334
2010-07-21,0.1862537942223143,-0.1289021657953697
2010-07-22,0.20860699706928937,-0.1091859596713966
2010-07-23,0.21288858069918282,-0.1181478715459297
2010-07-26,0.20980413962738026,-0.12165795369678853
2010-07-27,0.23223257274439943,-0.13114264376400298
2010-07-28,0.2176542547624023,-0.13114264376400298
2010-07-29,0.20433522608331495,-0.13315907393577292
2010-07-30,0.2003185838392287,-0.1254667662434653
2010-08-02,0.22181154490265767,-0.10918595967139655
2010-08-03,0.22218442537157135,-0.09163554891710232
2010-08-04,0.22709401821226638,-0.05309932785660942
2010-08-05,0.2211115763031183,-0.051232262882748236
2010-08-06,0.2135918201800285,-0.04757281553398044
2010-08-09,0.22134380887586286,-0.04376400298730378
2010-08-10,0.21041252355034473,-0.03502613890963391
2010-08-11,0.16732847498429912,-0.06572068707991022
2010-08-12,0.17480570965040743,-0.06071695294996241
2010-08-13,0.1622357127904536,-0.07468259895444342
2010-08-16,0.1554126543855968,-0.06437640029873028
2010-08-17,0.175646326146116,-0.04353995519044034
2010-08-18,0.1807881515595555,-0.03764002987303943
2010-08-19,0.16587947456562613,-0.05317401045556378
2010-08-20,0.16475756227757923,-0.05175504107542933
2010-08-23,0.1468167783127478,-0.06041822255414492
2010-08-24,0.11938716767845856,-0.07587752053771471
2010-08-25,0.1332197247226286,-0.0585511575802839
2010-08-26,0.12102260833158815,-0.07341299477221809
2010-08-27,0.12728307515176815,-0.06011949215832704
2010-08-30,0.13139457295373597,-0.08140403286034341
2010-08-31,0.13420098911450637,-0.07363704256908137
2010-09-01,0.1679826512455511,-0.016430171769977464
2010-09-02,0.17658179819970632,0.003883495145631294
2010-09-03,0.20741966715511773,0.030619865571322083
2010-09-07,0.20293528888423634,0.018894697535474462
2010-09-08,0.22681272241992823,0.033233756534727626
2010-09-09,0.22751269101946778,0.04249439880507866
2010-09-10,0.2291023393343098,0.057879014189694114
2010-09-13,0.24606185890726334,0.07752053771471282
2010-09-14,0.25083080385178913,0.08259895444361504
2010-09-15,0.2609214726815986,0.08035847647498164
2010-09-16,0.29059490789198145,0.10037341299477257
2010-09-17,0.28498861733305336,0.10182972367438423
2010-09-20,0.32171407263973123,0.12408513816280847
2010-09-21,0.32423592212685715,0.1197908887229279
2010-09-22,0.342834153234247,0.12800597460791677
2010-09-23,0.34830306677831196,0.13562359970127
2010-09-24,0.3641897372828127,0.1944734876773714
2010-09-27,0.3587862413648725,0.1843166542195672
2010-09-28,0.33867686309399114,0.18678117998506374
2010-09-29,0.3410580646849478,0.18147871545929836
2010-09-30,0.3241443374502817,0.16706497386109062
2010-10-01,0.3183973989951845,0.142046303211352
2010-10-04,0.3002669039145901,0.1545929798356985
2010-10-05,0.3483946514548873,0.19551904406273368
2010-10-06,0.3495623560812221,0.15466766243465307
2010-10-07,0.3497030039773911,0.1611650485436897
2010-10-08,0.3723669405484607,0.15578790141896975
2010-10-11,0.37839517479589624,0.13696788648244984
2010-10-12,0.3932515176889253,0.1627333831217329
2010-10-13,0.4007287523550338,0.15294996265870078
2010-10-14,0.41086848440443713,0.1556385362210609
2010-10-15,0.468949523759681,0.22367438386855884
2010-10-18,0.48418528888423623,0.2156086631814791
2010-10-19,0.4444179139627374,0.17908887229275602
2010-10-20,0.4492784435838387,0.17908887229275602
2010-10-21,0.44455856185890674,0.22613890963405547
2010-10-22,0.43498142139417983,0.2572068707991041
2010-10-25,0.4413825361105289,0.2562359970126963
2010-10-26,0.43768971111576244,0.26333084391336836
2010-10-27,0.43666265438559715,0.2451082897684842
2010-10-28,0.42456039355243813,0.2401045556385365
2010-10-29,0.404653809922545,0.22808065720687104
2010-11-01,0.41960827925476174,0.2082897684839437
2010-11-02,0.4438128009210795,0.22345033607169587
2010-11-03,0.45988591166003695,0.2522778192681111
2010-11-04,0.48544457818714626,0.2557132188200156
2010-11-05,0.48011958342055616,0.26945481702763313
2010-11-08,0.48708001884027563,0.2785660941000753
2010-11-09,0.47521326146116744,0.26572068707991103
2010-11-10,0.4843226658990992,0.2885735623599707
2010-11-11,0.47789865501360634,0.2664675130694553
2010-11-12,0.43759485555788086,0.23144137415982127
2010-11-15,0.43294693322168665,0.18080657206870845
2010-11-16,0.40750601842160294,0.17244212098581077
2010-11-17,0.40241325622775764,0.17669902912621388
2010-11-18,0.4394657996650614,0.2201643017177001
2010-11-19,0.4315240998534643,0.2250186706497391
2010-11-22,0.4625026167050448,0.26661687826736424
2010-11-23,0.44086900774544663,0.2502613890963411
2010-11-24,0.4692079233828761,0.3178491411501128
2010-11-26,0.473715197822901,0.31971620612397383
2010-11-29,0.478902815574628,0.33457804331590835
2010-11-30,0.45217644442118465,0.3040328603435409
2010-12-01,0.47670805421812823,0.312621359223302
2010-12-02,0.48488525748377603,0.312471994025393
2010-12-03,0.48156858383922907,0.30612397311426537
2010-12-06,0.49423016537575826,0.32382374906646844
2010-12-07,0.48516655327611397,0.3142643764002997
2010-12-08,0.4982468076198443,0.31067961165048624
2010-12-09,0.49239520096294676,0.29992531740104633
2010-12-10,0.4961469018212259,0.30567587752053854
2010-12-13,0.5013312486916468,0.2954443614637797
2010-12-14,0.49488434163700973,0.2931292008961919
2010-12-15,0.49521142976763594,0.3053024645257662
2010-12-16,0.49936871990789133,0.32374906646751367
2010-12-17,0.4963791343939705,0.3203136669156094
2010-12-20,0.5038563690600789,0.36295743091859656
2010-12-21,0.5131783807829174,0.37386109036594534
2010-12-22,0.5176398628846548,0.37393577296489966
2010-12-23,0.5103490684530031,0.35772964899178544
2010-12-27,0.5153960383085614,0.3543689320388354
2010-12-28,0.5190888633033278,0.3465272591486189
2010-12-29,0.5182482468076193,0.36355489171023214
2010-12-30,0.5106303642453416,0.35892457057505656
2010-12-31,0.5054918097132084,0.33838685586258455
2011-01-03,0.5382464151140876,0.3699029126213597
2011-01-04,0.5462829704835662,0.37580283793876057
2011-01-05,0.5589478229014018,0.39380134428678126
2011-01-06,0.5576852627171858,0.3821508588498882
2011-01-07,0.5688520514967546,0.3793876026885737
2011-01-10,0.5984535273184002,0.37333831217326374
2011-01-11,0.5946462214779145,0.3707991038088126
2011-01-12,0.6076348911450699,0.3688573562359971
2011-01-13,0.6135224774963364,0.37968633308439126
2011-01-14,0.6266060027213727,0.4037341299477221
2011-01-18,0.5900211953108639,0.4224047796863331
2011-01-19,0.581562696252878,0.3896938013442869
2011-01-20,0.5527789407577974,0.3530246452576551
2011-01-21,0.524930657316307,0.3191187453323375
2011-01-24,0.575066725978647,0.31486183719193434
2011-01-25,0.5935243091898674,0.31374159820761754
2011-01-26,0.6049723937617746,0.3039581777445854
2011-01-27,0.6019828082478537,0.3716206123973114
2011-01-28,0.5687604668201793,0.27221807318894686
2011-01-31,0.5838032499476653,0.2610156833457803
2011-02-01,0.6104870996441276,0.27946228528752814
2011-02-02,0.6071671551182746,0.29006721433905897
2011-02-03,0.6030556573163068,0.29141150112023906
2011-02-04,0.6173559503872719,0.30799103808812545
2011-02-07,0.6424926732258736,0.31172516803584754
2011-02-08,0.6580064632614607,0.36123973114264357
2011-02-09,0.6718390203056308,0.37796863330843894
2011-02-10,0.6549220221896583,0.38476474981329317
2011-02-11,0.6657159305003136,0.407468259895444
2011-02-14,0.6766046943688503,0.4162061239731138
2011-02-15,0.679970431232991,0.40582524271844617
2011-02-16,0.6950622775800707,0.3878267363704253
2011-02-17,0.6724931965668823,0.39634055265123164
2011-02-18,0.6363270619635749,0.3869305451829718
2011-02-22,0.5804865763031186,0.34152352501866995
2011-02-23,0.5992254553066774,0.31359223300970807
2011-02-24,0.6004389522712994,0.3215832710978336
2011-02-25,0.6251112099644123,0.31777445855115705
2011-02-28,0.6487106185890721,0.28827483196415177
2011-03-01,0.6304852679505961,0.25952203136669105
2011-03-02,0.6436145855139204,0.2787901418969375
2011-03-03,0.6783807829181487,0.28454070201642967
2011-03-04,0.6804381672597862,0.276176250933532
2011-03-07,0.6587554950805941,0.2568334578043313
2011-03-08,0.6606231683064682,0.24047796863330795
2011-03-09,0.6452500261670502,0.25660941000746795
2011-03-10,0.6181507745446929,0.23487677371172466
2011-03-11,0.6430094724722626,0.24929051530993224
2011-03-14,0.6503427883608954,0.23928304705003678
2011-03-15,0.6123547728700016,0.22696041822255375
2011-03-16,0.5403005285744185,0.2241224794622847
2011-03-17,0.561937408415323,0.19626587005227736
2011-03-18,0.5433882405275271,0.20261389096340493
2011-03-21,0.5837116652710901,0.222815533980582
2011-03-22,0.5925888371362775,0.20843913368185152
2011-03-23,0.5831981369060074,0.22875280059746014
2011-03-24,0.6102058038517892,0.2719193427931287
2011-03-25,0.6409062957923377,0.27102315160567525
2011-03-28,0.6357644703788984,0.258849887976101
2011-03-29,0.6381947351894488,0.29820761762509285
2011-03-30,0.6273092422022184,0.3340552651232256
2011-03-31,0.626733567092317,0.3393577296489912
2011-04-01,0.6082890674063215,0.3393577296489912
2011-04-04,0.5925430447979898,0.36034353995519
2011-04-05,0.5817949288256221,0.37789395070948434
2011-04-06,0.5778240789198237,0.35899925317401005
2011-04-07,0.5780105191542806,0.37505601194921545
2011-04-08,0.5638999371990785,0.37356235997012666
2011-04-11,0.5439933535691854,0.3685586258401788
2011-04-12,0.5514705882352937,0.34197162061239694
2011-04-13,0.5688978438350427,0.35548917102315114
2011-04-14,0.5515654437931753,0.3519790888722923
2011-04-15,0.528387978857023,0.33846153846153804
2011-04-18,0.5488996755285741,0.325989544436146
2011-04-19,0.5769834624241154,0.32957430918595926
2011-04-20,0.5982441909147999,0.36728902165795324
2011-04-21,0.6369616129369897,0.3823749066467506
2011-04-25,0.6477686047728698,0.3788648244958918
2011-04-26,0.6356728857023235,0.35556385362210563
2011-04-27,0.6344103255181073,0.4625840179238233
2011-04-28,0.6185236550136066,0.45093353248693
2011-04-29,0.6343154699602258,0.45646004480955893
2011-05-02,0.6163256227758004,0.4966392830470495
2011-05-03,0.6252976501988694,0.476176250933532
2011-05-04,0.6316987649152186,0.4875280059746076
2011-05-05,0.6185236550136066,0.4661687826736369
2011-05-06,0.6181017113250992,0.46982823002240437
2011-05-09,0.6224945049194053,0.4937266616878266
2011-05-10,0.631139444211848,0.5171769977595218
2011-05-11,0.6207674795897002,0.5204630321135174
2011-05-12,0.6176830385178979,0.5330843913368185
2011-05-13,0.5893179558300186,0.5068707991038089
2011-05-16,0.5556736707138368,0.431814787154593
2011-05-17,0.5689469070546365,0.44899178491411507
2011-05-18,0.5863741626543852,0.4660194174757282
2011-05-19,0.5894586037261879,0.47882748319641544
2011-05-20,0.5646489690182119,0.4776699029126216
2011-05-23,0.5608154961272762,0.4595220313666917
2011-05-24,0.5504893238434161,0.43749066467513087
2011-05-25,0.5719364925685577,0.429947722180732
2011-05-26,0.5636186414067407,0.4504107542942498
2011-05-27,0.5748802857441907,0.44391336818521315
2011-05-31,0.6235706248691645,0.4630321135175508
2011-06-01,0.6127276533389154,0.43095593726661735
2011-06-02,0.6154948189240106,0.44032860343540003
2011-06-03,0.6030556573163071,0.40052277819268145
2011-06-06,0.5778240789198239,0.38088125466766287
2011-06-07,0.5497860843625703,0.39477221807318963
2011-06-08,0.5507215564161605,0.398506348020912
2011-06-09,0.5472184425371568,0.41067961165048616
2011-06-10,0.5210971844253711,0.38715459297983634
2011-06-13,0.5243680657316302,0.3853622106049297
2011-06-14,0.5516570284697503,0.41277072442121054
2011-06-15,0.525071305212476,0.38304705003734185
2011-06-16,0.517639862884655,0.3656460044809567
2011-06-17,0.49474369374084093,0.38595967139656523
2011-06-20,0.47166108436257,0.39604182225541523
2011-06-21,0.5182940391459069,0.444660194174758
2011-06-22,0.5057240422859527,0.4252427184466028
2011-06-23,0.5460049455725344,0.44413741598207696
2011-06-24,0.5232003611052954,0.43211351755041166
2011-06-27,0.5497860843625698,0.49708737864077746
2011-06-28,0.5648321383713617,0.5053024645257661
2011-06-29,0.5591342631358585,0.5189693801344295
2011-06-30,0.5667488748168299,0.5212845407020172
2011-07-01,0.6022150408205978,0.5586258401792391
2011-07-05,0.6310445886539662,0.5862584017923831
2011-07-06,0.6419333525225028,0.5937266616878276
2011-07-07,0.6673513711534429,0.6127707244212108
2011-07-08,0.679080751517688,0.6242718446601949
2011-07-11,0.6524001727025321,0.5814787154592989
2011-07-12,0.6512324680761977,0.5716206123973122
2011-07-13,0.6711848440443785,0.5885735623599712
2011-07-14,0.670017139418044,0.5652725914861847
2011-07-15,0.7034259210801752,0.5838685586258412
2011-07-18,0.7449203213313786,0.5738610903659458
2011-07-19,0.7591715511827499,0.6226288274831977
2011-07-20,0.8061315940967124,0.6038834951456324
2011-07-21,0.8079534749842988,0.5864077669902925
2011-07-22,0.8360372618798401,0.6111277072442133
2011-07-25,0.8603366391040395,0.5884988797610168
2011-07-26,0.883278600586141,0.5936519790888732
2011-07-27,0.832720588235293,0.6559223300970884
2011-07-28,0.8291193479171018,0.6662434652725926
2011-07-29,0.8228588810969217,0.6559372666168795
2011-08-01,0.8521594358383915,0.646975354742346
2011-08-02,0.8155255652082887,0.5751306945481711
2011-08-03,0.8326257326774118,0.5621359223300981
2011-08-04,0.7616018159933002,0.4988050784167297
2011-08-05,0.744076433954364,0.5079163554891718
2011-08-08,0.6487106185890719,0.44070201643017237
2011-08-09,0.7459015857232565,0.525765496639284
2011-08-10,0.697678982625078,0.44391336818521365
2011-08-11,0.7444525853045838,0.47550410754294353
2011-08-12,0.7598257274440018,0.5049290515309945
2011-08-15,0.7898229799037044,0.5097834204630329
2011-08-16,0.7761343416370101,0.4704256908140413
2011-08-17,0.7759479014025532,0.45735623599701375
2011-08-18,0.7087051235084775,0.35720687079910485
2011-08-19,0.6618857284906842,0.3303958177744595
2011-08-22,0.663802464936152,0.3200149365197916
2011-08-23,0.743984849277789,0.4395817774458562
2011-08-24,0.7560413177726601,0.44092606422703606
2011-08-25,0.7445474408624654,0.4282300224047807
2011-08-26,0.7906178040611256,0.48230022404779793
2011-08-29,0.8204776795059654,0.5365197908887238
2011-08-30,0.8205692641825408,0.5693054518297247
2011-08-31,0.7964595980741047,0.6014936519790899
2011-09-01,0.7787019834624236,0.5814040328603445
2011-09-02,0.7460880259577134,0.562434652725916
2011-09-06,0.7726770200962944,0.6085884988797621
2011-09-07,0.7922532447142553,0.6363704256908149
2011-09-08,0.793234509106133,0.6166542195668419
2011-09-09,0.7621153443583835,0.5728155339805834
2011-09-12,0.7736092212685781,0.6114264376400309
2011-09-13,0.7954783336822268,0.6336071695295009
2011-09-14,0.817344175214569,0.6563106796116518
2011-09-15,0.8344476135649984,0.6877520537714727
2011-09-16,0.8696815469960224,0.7812546676624366
2011-09-19,0.9216885597655429,0.7991038088125486
2011-09-20,0.9301928511618166,0.7360716952949982
2011-09-21,0.9240697613564993,0.725765496639285
2011-09-22,0.8758471582583205,0.6612397311426454
2011-09-23,0.8874358907263967,0.6640776699029143
2011-09-26,0.8821566882980947,0.710679611650487
2011-09-27,0.863885545321331,0.6685586258401809
2011-09-28,0.8533729328030139,0.709634055265125
2011-09-29,0.8232808247854295,0.6553398058252444
2011-09-30,0.780056128323215,0.6089619118745349
2011-10-03,0.7486589386644331,0.5772218073188962
2011-10-04,0.7388462947456558,0.5811053024645274
2011-10-05,0.7657133137952685,0.633368185212847
2011-10-06,0.7616018159933006,0.648394324122481
2011-10-07,0.7262272346661077,0.6725168035847664
2011-10-10,0.8150578291814938,0.7216579536967903
2011-10-11,0.8686970117228376,0.7527259148618386
2011-10-12,0.8775774544693314,0.7626587005227798
2011-10-13,0.9067340904333255,0.7577296489917864
2011-10-14,0.9701433954364654,0.8365944734876789
2011-10-17,0.9607526952061954,0.8038834951456326
2011-10-18,0.9712653077245125,0.8154592979835711
2011-10-19,0.8608959598074097,0.723226288274833
2011-10-20,0.8454279621101101,0.7387602688573575
2011-10-21,0.8340256698764905,0.7474981329350273
2011-10-24,0.8943047414695409,0.7686333084391349
2011-10-25,0.8569218390203047,0.6905153099327866
2011-10-26,0.8701460121415107,0.47580283793876116
2011-10-27,0.8892577716139829,0.538386855862585
2011-10-28,0.8904745394599111,0.6171023151605685
2011-10-31,0.8896797153024898,0.5886482449589254
2011-11-01,0.8510342526690378,0.5781553398058261
2011-11-02,0.855240606028887,0.6044062733383132
2011-11-03,0.8816889522712988,0.6243465272591495
2011-11-04,0.868464779150093,0.6108289768483951
2011-11-07,0.8660835775591363,0.6147124719940262
2011-11-08,0.8964537104877526,0.6221060492905164
2011-11-09,0.8452873142139404,0.5715459297983578
2011-11-10,0.79828147896169,0.5683345780433167
2011-11-11,0.7954783336822262,0.6176250933532497
2011-11-14,0.7704331955201998,0.629126213592234
2011-11-15,0.8151494138580689,0.6209111277072452
2011-11-16,0.796178302281766,0.5772964899178501
2011-11-17,0.7617882562277571,0.5215085884988807
2011-11-18,0.7502453160979687,0.4663928304705011
2011-11-21,0.7225376805526473,0.4074682598954452
2011-11-22,0.757581902867908,0.43054518297236843
2011-11-23,0.7130979171027836,0.40552651232262993
2011-11-25,0.6971163910404014,0.3563032113517561
2011-11-28,0.7557600219803221,0.44406273338312297
2011-11-29,0.7421171760519152,0.40104555638536327
2011-11-30,0.7841708970064891,0.43017176997759643
2011-12-01,0.8109430604982204,0.466318147871547
2011-12-02,0.81921511932175,0.45810306198655837
2011-12-05,0.8346798461377432,0.4596713965646016
2011-12-06,0.8250569133347289,0.4279312920089632
2011-12-07,0.8163661817039981,0.452800597460793
2011-12-08,0.8237027684739375,0.4166542195668421
2011-12-09,0.8375320546368011,0.43569828230022545
2011-12-12,0.8292142034749841,0.4094846900672158
2011-12-13,0.8150578291814944,0.34219566840926197
2011-12-14,0.7747769258949131,0.33995519044062883
2011-12-15,0.7689384027632404,0.34779686333084536
2011-12-16,0.7786561911241362,0.34779686333084536
2011-12-19,0.7842166893447768,0.33338312173263784
2011-12-20,0.8484208185053378,0.3572068707991053
2011-12-21,0.8507333315888628,0.2961911874533247
2011-12-22,0.8605688716767842,0.3311426437640043
2011-12-23,0.8829024492359216,0.31807318894697667
2011-12-27,0.8978569185681387,0.3105302464525779
2011-12-28,0.8796806311492565,0.2927557879014202
2011-12-29,0.8912660927360265,0.292531740104557
2011-12-30,0.8907067720326562,0.28685586258401913
2012-01-03,0.9198176156583628,0.33114264376400426
2012-01-04,0.9301437879422227,0.31979088872292877
2012-01-05,0.9515909566673639,0.3205377147124734
2012-01-06,0.97201106866234,0.35787901418969514
2012-01-09,0.9688808352522501,0.3276325616131453
2012-01-10,0.975936126229851,0.33345780433159194
2012-01-11,0.9727110372618794,0.3301717699775964
2012-01-12,0.9672944578187143,0.3079910380881266
2012-01-13,0.9599088078291812,0.32658700522778294
2012-01-17,0.9827591846347076,0.3507841672890228
2012-01-18,1.0033657368641404,0.4088872292755801
2012-01-19,0.9970104144860787,0.44630321135175627
2012-01-20,0.9621984247435625,0.4200149365197922
2012-01-23,0.9954174952899307,0.3838685586258414
2012-01-24,0.9627152239899517,0.3906646751306958
2012-01-25,1.08537327297467,0.3966392830470514
2012-01-26,1.0758844463052122,0.4378342046303225
2012-01-27,1.0882680029307092,0.4531740104555654
2012-01-30,1.1150434373037463,0.4291262135922345
2012-01-31,1.1312571959388729,0.44622852875280206
2012-02-01,1.1299030510780819,0.33435399551904543
2012-02-02,1.1249018735608114,0.3512322628827498
2012-02-03,1.1462083943897834,0.3957430918595982
2012-02-06,1.1662556259158463,0.3618371919342806
2012-02-07,1.1889653548252037,0.3696788648244974
2012-02-08,1.2256450177935938,0.3793129200896206
2012-02-09,1.3026971687251407,0.3755787901418985
2012-02-10,1.3038681442327817,0.3797610156833474
2012-02-13,1.346762481683064,0.4249439880507859
2012-02-14,1.3788171184844038,0.42277819268110706
2012-02-15,1.3237256646430804,0.37176997759522185
2012-02-16,1.3449406007954776,0.33786407766990456
2012-02-17,1.34451865710697,0.35705750560119637
2012-02-21,1.4040029045425992,0.35526512322628956
2012-02-22,1.3955444054846133,0.3427184466019432
2012-02-23,1.4111988434163696,0.330097087378642
2012-02-24,1.4393284226501981,0.33188946975354877
2012-02-27,1.4549795897006486,0.32740851381628217
2012-02-28,1.5000719593887366,0.36676624346527414
2012-02-29,1.5329214203474972,0.3360716952949977
2012-03-01,1.542406976135649,0.33868558625840334
2012-03-02,1.5457236497801958,0.33315907393577465
2012-03-05,1.4895593468704198,0.3403286034354012
2012-03-06,1.4760080856185884,0.34652725914862026
2012-03-07,1.478016406740631,0.3665421956684112
2012-03-08,1.5308182436675726,0.39544436146378076
2012-03-09,1.5456778574419077,0.37064973861090555
2012-03-12,1.5775918463470786,0.3637042569081422
2012-03-13,1.6528221163910388,0.37266616878267556
2012-03-14,1.7531923801549076,0.35526512322629
2012-03-15,1.7344077088130607,0.3714712471994045
2012-03-16,1.7344535011513487,0.3761015683345801
